;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;<---------------------------Produktion----------------------->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tid;Total förbrukning;Vindkraft;Vattenkraft;Kärnkraft;Övr.värmekraft;Ospec. prod.;Solkraft;Energilager;Total produktion;Import/export;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 0:00;-19356,23;5292,41;9786,29;6306,30;756,54;36,39;1,02;0,00;22178,94;-2821,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 1:00;-19082,12;5252,25;8887,56;6307,11;723,39;35,28;0,99;0,00;21206,58;-2123,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 2:00;-18964,86;5120,00;8872,21;6224,99;726,08;32,39;0,99;0,00;20976,65;-2010,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 3:00;-18929,43;5166,14;8918,11;6044,61;753,26;33,76;1,00;0,00;20916,89;-1985,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 4:00;-19132,23;5162,98;9091,72;5860,75;768,10;29,47;1,09;0,00;20914,11;-1780,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 5:00;-19737,47;5119,33;9375,83;5769,57;787,79;24,75;1,17;0,00;21078,44;-1339,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 6:00;-20817,33;5060,08;10409,57;5769,65;778,96;30,36;1,35;0,00;22049,97;-1231,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 7:00;-22090,68;5048,89;11536,72;5769,44;804,72;26,21;1,70;0,00;23187,69;-1095,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 8:00;-22765,38;5069,40;12045,73;5771,00;827,15;26,67;1,81;0,00;23741,76;-974,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 9:00;-22957,55;4929,49;11911,52;5769,34;833,21;21,19;3,67;0,00;23468,42;-509,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 10:00;-23264,25;4931,25;12058,86;5768,24;852,06;48,93;15,11;0,00;23674,45;-408,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 11:00;-23242,90;4823,66;12139,49;5769,63;879,38;25,28;31,49;0,00;23668,94;-425,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 12:00;-23360,32;4680,40;12090,36;5768,50;889,65;24,21;41,76;0,00;23494,88;-273,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 13:00;-23200,97;4669,51;12202,16;5768,82;900,20;23,36;30,24;0,00;23594,29;-392,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 14:00;-23457,06;4494,17;12462,21;5769,85;908,63;27,40;10,11;0,00;23672,36;-214,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 15:00;-23866,21;4496,67;12623,14;5771,19;942,84;21,27;1,97;0,00;23857,08;9,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 16:00;-24076,57;4604,82;12718,29;5771,69;970,87;22,72;1,58;0,00;24089,96;-12,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 17:00;-24130,23;4527,67;12664,36;5772,46;987,99;22,84;1,78;0,00;23977,11;153,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 18:00;-23865,71;4495,00;12408,94;5780,15;1002,49;17,26;1,65;0,00;23705,49;160,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 19:00;-23366,19;4408,94;12134,44;5893,07;1018,35;11,25;1,27;0,00;23467,33;-100,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 20:00;-22876,31;4370,58;11875,95;6061,92;1037,38;6,68;1,13;0,00;23353,63;-476,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 21:00;-22250,28;4327,77;11638,38;6146,66;971,58;4,22;1,41;0,00;23090,02;-839,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 22:00;-21604,62;4247,74;11734,53;6201,85;917,93;3,67;1,06;0,00;23106,77;-1501,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.1.2024 23:00;-21055,94;4299,66;11193,18;6292,42;919,20;3,28;1,14;0,00;22708,88;-1652,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 0:00;-20570,42;4327,26;10001,90;6299,60;901,71;3,56;1,06;0,00;21535,10;-964,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 1:00;-20306,44;4449,54;9064,14;6307,96;895,38;3,78;1,02;0,00;20721,82;-414,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 2:00;-20296,32;4545,62;8939,74;6309,11;890,42;3,72;0,95;0,00;20689,58;-392,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 3:00;-20328,89;4568,69;8989,77;6313,36;908,51;3,37;0,97;0,00;20784,67;-455,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 4:00;-20537,15;4464,90;8943,34;6312,98;973,81;3,62;1,01;0,00;20699,65;-162,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 5:00;-21056,47;4382,62;9307,48;6314,00;1025,89;2,62;1,09;0,00;21033,71;23,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 6:00;-22266,28;4206,47;10633,87;6312,31;1091,64;17,18;1,29;0,00;22262,76;4,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 7:00;-23329,62;4077,59;11662,79;6310,24;1169,75;13,13;1,73;0,00;23235,23;95,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 8:00;-23886,28;3967,49;12351,79;6309,68;1239,01;13,97;2,20;0,00;23884,14;2,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 9:00;-24085,84;3523,85;12664,54;6309,64;1252,26;8,46;6,32;0,00;23765,08;321,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 10:00;-24102,44;2978,23;12687,82;6312,09;1275,59;2,37;24,32;0,00;23280,42;821,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 11:00;-23850,00;2534,11;12611,15;6312,31;1270,05;6,26;46,76;0,00;22780,65;1069,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 12:00;-23453,98;2290,31;12595,00;6312,85;1229,65;15,22;57,16;0,00;22500,19;953,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 13:00;-23160,37;1965,85;12545,90;6313,26;1247,87;2,37;42,19;0,00;22117,44;1043,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 14:00;-23161,59;1805,38;12598,91;6312,14;1280,71;2,22;14,77;0,00;22014,12;1147,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 15:00;-23401,70;1849,94;12777,14;6312,08;1314,01;3,22;2,69;0,00;22259,07;1142,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 16:00;-23713,58;1945,66;12757,01;6310,64;1355,22;2,07;2,42;0,00;22373,02;1340,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 17:00;-23836,76;2040,00;12699,17;6309,62;1367,78;11,43;5,01;0,00;22433,02;1404,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 18:00;-23500,59;1968,48;12599,53;6314,36;1338,52;4,17;1,86;0,00;22226,93;1274,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 19:00;-23034,75;1851,05;12414,26;6313,46;1291,89;1,01;1,38;0,00;21873,05;1161,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 20:00;-22648,97;1679,16;12250,17;6311,95;1212,32;1,47;1,28;0,00;21456,35;1192,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 21:00;-22145,59;1464,36;11736,66;6310,75;1105,97;1,13;1,54;0,00;20620,42;1525,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 22:00;-21649,24;1384,25;11307,81;6314,34;1046,58;0,93;1,18;0,00;20055,09;1594,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.1.2024 23:00;-21193,70;1366,50;10974,73;6312,27;1036,82;1,55;1,07;0,00;19692,95;1500,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 0:00;-20910,79;1582,41;10533,96;6312,86;1030,66;1,50;0,99;0,00;19462,37;1448,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 1:00;-20735,97;1690,38;10289,29;6312,62;1080,49;1,76;0,93;0,00;19375,47;1360,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 2:00;-20542,91;1789,48;9920,56;6311,15;1091,67;1,88;0,94;0,00;19115,68;1427,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 3:00;-20478,70;1858,38;9572,64;6312,68;1050,67;1,84;0,91;0,00;18797,13;1681,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 4:00;-20484,83;1940,33;9456,04;6312,62;1023,82;1,85;0,91;0,00;18735,58;1749,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 5:00;-20647,44;2003,68;9621,72;6311,69;1026,31;2,52;0,95;0,00;18966,87;1680,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 6:00;-21088,74;1993,87;9926,15;6311,76;1011,71;3,01;1,09;0,00;19247,60;1841,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 7:00;-21497,53;1981,77;10473,08;6312,54;1023,25;3,15;1,37;0,00;19795,16;1702,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 8:00;-21922,75;1932,08;11249,19;6312,32;1046,77;2,35;1,61;0,00;20544,33;1378,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 9:00;-22279,93;1838,22;11822,76;6313,18;1101,02;2,97;6,71;0,00;21084,86;1195,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 10:00;-22564,55;1373,75;12186,11;6311,73;1119,73;2,35;27,60;0,00;21021,27;1543,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 11:00;-22576,32;973,20;12408,55;6312,29;1137,15;2,71;48,88;0,00;20882,78;1693,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 12:00;-22371,67;712,45;12431,05;6312,83;1135,76;3,11;52,59;0,00;20647,79;1723,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 13:00;-22259,54;626,29;12290,04;6314,50;1145,44;0,70;38,93;0,00;20415,89;1843,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 14:00;-22278,69;678,06;12315,29;6313,65;1166,88;1,97;14,57;0,00;20490,42;1788,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 15:00;-22736,05;771,77;12441,61;6313,58;1180,88;4,14;2,10;0,00;20714,07;2021,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 16:00;-23348,62;876,54;12666,91;6303,19;1217,58;5,45;1,34;0,00;21071,01;2277,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 17:00;-23604,87;931,13;12677,53;6278,06;1223,64;12,54;1,35;0,00;21124,25;2480,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 18:00;-23320,17;1016,74;12676,61;6264,23;1213,01;8,01;1,21;0,00;21179,81;2140,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 19:00;-22895,92;1132,54;12571,79;6292,94;1210,13;6,75;1,18;0,00;21215,33;1680,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 20:00;-22460,99;1319,69;12153,24;6311,37;1167,11;5,86;1,24;0,00;20958,51;1502,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 21:00;-21976,53;1540,89;11666,32;6313,93;1101,77;5,07;1,48;0,00;20629,45;1347,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 22:00;-21411,47;1841,36;11208,61;6315,83;1053,61;3,43;1,19;0,00;20424,03;987,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.1.2024 23:00;-20970,68;1924,57;10739,24;6315,31;1058,49;4,91;1,34;0,00;20043,86;926,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 0:00;-20713,66;1835,70;10915,02;6315,29;1049,11;6,49;1,61;0,00;20123,22;590,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 1:00;-20406,27;1947,35;10743,52;6315,48;1050,49;5,30;0,97;0,00;20063,11;343,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 2:00;-20353,03;2000,29;10569,27;6316,62;1051,68;5,13;1,21;0,00;19944,19;408,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 3:00;-20331,58;2081,98;10508,58;6317,21;1071,21;4,83;1,14;0,00;19984,96;346,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 4:00;-20311,08;2055,12;10518,90;6316,23;1074,49;3,51;1,15;0,00;19969,40;341,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 5:00;-20365,89;2043,76;10607,27;6315,85;1086,13;3,87;1,01;0,00;20057,88;308,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 6:00;-20658,25;1953,17;10740,09;6316,82;1118,39;3,78;1,19;0,00;20133,44;524,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 7:00;-20980,53;1922,33;10903,76;6314,82;1127,68;4,46;1,41;0,00;20274,47;706,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 8:00;-21422,73;2043,01;11542,82;6314,88;1176,13;4,95;1,48;0,00;21083,26;339,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 9:00;-21838,51;2236,17;11717,69;6315,74;1163,85;9,02;4,36;0,00;21446,83;391,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 10:00;-22268,25;2599,34;11905,46;6315,18;1164,19;13,50;15,82;0,00;22013,48;254,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 11:00;-22232,18;3175,61;11798,67;6314,34;1167,13;13,08;32,51;0,00;22501,34;-269,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 12:00;-22080,92;3799,10;11252,11;6315,41;1181,62;13,13;40,07;0,00;22601,44;-520,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 13:00;-22052,84;4067,91;10889,02;6317,38;1184,78;11,35;27,70;0,00;22498,13;-445,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 14:00;-22055,56;4607,37;10759,05;6316,74;1162,37;10,16;10,79;0,00;22866,47;-810,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 15:00;-22437,51;5263,65;10405,25;6316,67;1163,30;11,17;2,01;0,00;23162,06;-724,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 16:00;-23018,77;5759,23;10037,92;6315,68;1164,61;13,70;1,21;0,00;23292,35;-273,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 17:00;-23344,47;6319,61;9603,88;6315,32;1154,13;11,17;1,28;0,00;23405,40;-60,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 18:00;-23262,48;6730,07;9055,32;6312,73;1153,00;12,62;1,23;0,00;23264,97;-2,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 19:00;-22896,01;6730,95;8359,77;6314,67;1157,76;13,54;1,09;0,00;22577,78;318,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 20:00;-22505,82;6839,36;8420,52;6315,37;1121,75;9,95;1,02;0,00;22707,97;-202,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 21:00;-22045,27;6982,85;8139,65;6315,81;1063,36;6,62;1,23;0,00;22509,52;-476,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 22:00;-21478,77;7228,88;7472,51;6314,79;1001,98;6,07;1,19;0,00;22025,42;-546,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.1.2024 23:00;-20888,03;7412,52;7291,42;6316,56;1009,40;4,74;1,49;0,00;22036,12;-1148,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 0:00;-20500,23;7675,76;7076,48;6317,44;1021,64;2,44;1,27;0,00;22095,03;-1594,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 1:00;-20276,64;7566,04;7147,79;6318,06;1027,04;0,56;1,18;0,00;22060,67;-1783,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 2:00;-20226,20;7281,62;7441,47;6317,91;1029,82;0,61;0,95;0,00;22072,38;-1846,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 3:00;-20268,68;7124,46;7656,68;6318,03;1027,15;1,82;0,95;0,00;22129,09;-1863,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 4:00;-20403,23;7118,51;7555,54;6318,21;1098,46;2,09;1,00;0,00;22093,82;-1690,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.1.2024 5:00;-20997,27;7314,57;7632,72;6318,43;1199,50;4,85;1,11;0,00;22471,17;-1473,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
