Date/Time SNT;MBA;Load Profile [MWh]
02.06.2024/05:45;SE1, SE2, SE3, SE4;-404,972704
02.06.2024/06:00;SE1, SE2, SE3, SE4;-429,138876
02.06.2024/06:15;SE1, SE2, SE3, SE4;-436,550061
02.06.2024/06:30;SE1, SE2, SE3, SE4;-442,385998
02.06.2024/06:45;SE1, SE2, SE3, SE4;-450,49668
02.06.2024/07:00;SE1, SE2, SE3, SE4;-492,64357
02.06.2024/07:15;SE1, SE2, SE3, SE4;-508,302012
02.06.2024/07:30;SE1, SE2, SE3, SE4;-519,637792
02.06.2024/07:45;SE1, SE2, SE3, SE4;-530,965895
02.06.2024/08:00;SE1, SE2, SE3, SE4;-568,086834
02.06.2024/08:15;SE1, SE2, SE3, SE4;-574,273718
02.06.2024/08:30;SE1, SE2, SE3, SE4;-579,673535
02.06.2024/08:45;SE1, SE2, SE3, SE4;-584,980596
02.06.2024/09:00;SE1, SE2, SE3, SE4;-599,247196
02.06.2024/09:15;SE1, SE2, SE3, SE4;-606,544468
02.06.2024/09:30;SE1, SE2, SE3, SE4;-613,367896
02.06.2024/09:45;SE1, SE2, SE3, SE4;-618,925875
02.06.2024/10:00;SE1, SE2, SE3, SE4;-626,141287
02.06.2024/10:15;SE1, SE2, SE3, SE4;-626,613532
02.06.2024/10:30;SE1, SE2, SE3, SE4;-626,284377
02.06.2024/10:45;SE1, SE2, SE3, SE4;-628,467315
02.06.2024/11:00;SE1, SE2, SE3, SE4;-634,967494
02.06.2024/11:15;SE1, SE2, SE3, SE4;-636,968813
02.06.2024/11:30;SE1, SE2, SE3, SE4;-631,651193
02.06.2024/11:45;SE1, SE2, SE3, SE4;-627,080782
02.06.2024/12:00;SE1, SE2, SE3, SE4;-629,54172
02.06.2024/12:15;SE1, SE2, SE3, SE4;-626,259325
02.06.2024/12:30;SE1, SE2, SE3, SE4;-622,01747
02.06.2024/12:45;SE1, SE2, SE3, SE4;-614,386429
02.06.2024/13:00;SE1, SE2, SE3, SE4;-613,788615
02.06.2024/13:15;SE1, SE2, SE3, SE4;-609,029404
02.06.2024/13:30;SE1, SE2, SE3, SE4;-611,982747
02.06.2024/13:45;SE1, SE2, SE3, SE4;-616,428282
02.06.2024/14:00;SE1, SE2, SE3, SE4;-625,184276
02.06.2024/14:15;SE1, SE2, SE3, SE4;-625,258935
02.06.2024/14:30;SE1, SE2, SE3, SE4;-613,621397
02.06.2024/14:45;SE1, SE2, SE3, SE4;-606,518208
02.06.2024/15:00;SE1, SE2, SE3, SE4;-648,293931
02.06.2024/15:15;SE1, SE2, SE3, SE4;-648,343113
02.06.2024/15:30;SE1, SE2, SE3, SE4;-642,160216
02.06.2024/15:45;SE1, SE2, SE3, SE4;-643,840587
02.06.2024/16:00;SE1, SE2, SE3, SE4;-692,632687
02.06.2024/16:15;SE1, SE2, SE3, SE4;-691,817307
02.06.2024/16:30;SE1, SE2, SE3, SE4;-691,699918
02.06.2024/16:45;SE1, SE2, SE3, SE4;-692,364064
02.06.2024/17:00;SE1, SE2, SE3, SE4;-716,982417
02.06.2024/17:15;SE1, SE2, SE3, SE4;-716,756613
02.06.2024/17:30;SE1, SE2, SE3, SE4;-713,406248
02.06.2024/17:45;SE1, SE2, SE3, SE4;-709,685291
02.06.2024/18:00;SE1, SE2, SE3, SE4;-715,514983
02.06.2024/18:15;SE1, SE2, SE3, SE4;-711,93699
02.06.2024/18:30;SE1, SE2, SE3, SE4;-707,871909
02.06.2024/18:45;SE1, SE2, SE3, SE4;-702,754641
02.06.2024/19:00;SE1, SE2, SE3, SE4;-702,839176
02.06.2024/19:15;SE1, SE2, SE3, SE4;-698,155397
02.06.2024/19:30;SE1, SE2, SE3, SE4;-691,874201
02.06.2024/19:45;SE1, SE2, SE3, SE4;-686,935764
02.06.2024/20:00;SE1, SE2, SE3, SE4;-666,709927
02.06.2024/20:15;SE1, SE2, SE3, SE4;-663,858556
02.06.2024/20:30;SE1, SE2, SE3, SE4;-664,138824
02.06.2024/20:45;SE1, SE2, SE3, SE4;-661,512386
02.06.2024/21:00;SE1, SE2, SE3, SE4;-630,760629
02.06.2024/21:15;SE1, SE2, SE3, SE4;-631,036934
02.06.2024/21:30;SE1, SE2, SE3, SE4;-622,53264
02.06.2024/21:45;SE1, SE2, SE3, SE4;-615,275514
02.06.2024/22:00;SE1, SE2, SE3, SE4;-557,854789
02.06.2024/22:15;SE1, SE2, SE3, SE4;-553,832314
02.06.2024/22:30;SE1, SE2, SE3, SE4;-547,955864
02.06.2024/22:45;SE1, SE2, SE3, SE4;-541,313455
02.06.2024/23:00;SE1, SE2, SE3, SE4;-499,453291
02.06.2024/23:15;SE1, SE2, SE3, SE4;-494,830051
02.06.2024/23:30;SE1, SE2, SE3, SE4;-487,860959
02.06.2024/23:45;SE1, SE2, SE3, SE4;-483,147045
03.06.2024/00:00;SE1, SE2, SE3, SE4;-453,981376
03.06.2024/00:15;SE1, SE2, SE3, SE4;-451,34632
03.06.2024/00:30;SE1, SE2, SE3, SE4;-450,280023
03.06.2024/00:45;SE1, SE2, SE3, SE4;-447,526884
03.06.2024/01:00;SE1, SE2, SE3, SE4;-434,089592
03.06.2024/01:15;SE1, SE2, SE3, SE4;-433,835697
03.06.2024/01:30;SE1, SE2, SE3, SE4;-433,3826
03.06.2024/01:45;SE1, SE2, SE3, SE4;-432,992811
03.06.2024/02:00;SE1, SE2, SE3, SE4;-414,364431
03.06.2024/02:15;SE1, SE2, SE3, SE4;-411,990883
03.06.2024/02:30;SE1, SE2, SE3, SE4;-413,882692
03.06.2024/02:45;SE1, SE2, SE3, SE4;-414,721802
03.06.2024/03:00;SE1, SE2, SE3, SE4;-395,073889
03.06.2024/03:15;SE1, SE2, SE3, SE4;-394,785779
03.06.2024/03:30;SE1, SE2, SE3, SE4;-397,623305
03.06.2024/03:45;SE1, SE2, SE3, SE4;-397,217543
03.06.2024/04:00;SE1, SE2, SE3, SE4;-406,917734
03.06.2024/04:15;SE1, SE2, SE3, SE4;-409,798808
03.06.2024/04:30;SE1, SE2, SE3, SE4;-413,133558
03.06.2024/04:45;SE1, SE2, SE3, SE4;-414,687601
03.06.2024/05:00;SE1, SE2, SE3, SE4;-465,750671
03.06.2024/05:15;SE1, SE2, SE3, SE4;-468,156493
03.06.2024/05:30;SE1, SE2, SE3, SE4;-468,989018
03.06.2024/05:45;SE1, SE2, SE3, SE4;-468,714561
03.06.2024/06:00;SE1, SE2, SE3, SE4;-525,388975
03.06.2024/06:15;SE1, SE2, SE3, SE4;-524,43477
03.06.2024/06:30;SE1, SE2, SE3, SE4;-525,120835
03.06.2024/06:45;SE1, SE2, SE3, SE4;-529,619724
03.06.2024/07:00;SE1, SE2, SE3, SE4;-540,585783
03.06.2024/07:15;SE1, SE2, SE3, SE4;-546,101272
03.06.2024/07:30;SE1, SE2, SE3, SE4;-552,771458
03.06.2024/07:45;SE1, SE2, SE3, SE4;-559,349962
03.06.2024/08:00;SE1, SE2, SE3, SE4;-560,694655
03.06.2024/08:15;SE1, SE2, SE3, SE4;-563,856551
03.06.2024/08:30;SE1, SE2, SE3, SE4;-564,273929
03.06.2024/08:45;SE1, SE2, SE3, SE4;-562,036721
03.06.2024/09:00;SE1, SE2, SE3, SE4;-563,329399
03.06.2024/09:15;SE1, SE2, SE3, SE4;-563,910283
03.06.2024/09:30;SE1, SE2, SE3, SE4;-572,036201
03.06.2024/09:45;SE1, SE2, SE3, SE4;-573,413822
03.06.2024/10:00;SE1, SE2, SE3, SE4;-589,301533
03.06.2024/10:15;SE1, SE2, SE3, SE4;-574,556884
03.06.2024/10:30;SE1, SE2, SE3, SE4;-574,747595
03.06.2024/10:45;SE1, SE2, SE3, SE4;-576,298672
03.06.2024/11:00;SE1, SE2, SE3, SE4;-577,292715
03.06.2024/11:15;SE1, SE2, SE3, SE4;-582,764449
03.06.2024/11:30;SE1, SE2, SE3, SE4;-589,855056
03.06.2024/11:45;SE1, SE2, SE3, SE4;-588,721077
03.06.2024/12:00;SE1, SE2, SE3, SE4;-572,382991
03.06.2024/12:15;SE1, SE2, SE3, SE4;-576,746833
03.06.2024/12:30;SE1, SE2, SE3, SE4;-576,188746
03.06.2024/12:45;SE1, SE2, SE3, SE4;-576,134761
03.06.2024/13:00;SE1, SE2, SE3, SE4;-557,708443
03.06.2024/13:15;SE1, SE2, SE3, SE4;-564,061645
03.06.2024/13:30;SE1, SE2, SE3, SE4;-577,721893
03.06.2024/13:45;SE1, SE2, SE3, SE4;-584,140541
03.06.2024/14:00;SE1, SE2, SE3, SE4;-583,706681
03.06.2024/14:15;SE1, SE2, SE3, SE4;-591,233253
03.06.2024/14:30;SE1, SE2, SE3, SE4;-592,547477
03.06.2024/14:45;SE1, SE2, SE3, SE4;-592,89974
03.06.2024/15:00;SE1, SE2, SE3, SE4;-622,702116
03.06.2024/15:15;SE1, SE2, SE3, SE4;-633,39659
03.06.2024/15:30;SE1, SE2, SE3, SE4;-645,320171
03.06.2024/15:45;SE1, SE2, SE3, SE4;-653,260962
03.06.2024/16:00;SE1, SE2, SE3, SE4;-684,689062
03.06.2024/16:15;SE1, SE2, SE3, SE4;-693,996049
03.06.2024/16:30;SE1, SE2, SE3, SE4;-702,782523
03.06.2024/16:45;SE1, SE2, SE3, SE4;-705,083142
03.06.2024/17:00;SE1, SE2, SE3, SE4;-719,227099
03.06.2024/17:15;SE1, SE2, SE3, SE4;-716,35333
03.06.2024/17:30;SE1, SE2, SE3, SE4;-708,860862
03.06.2024/17:45;SE1, SE2, SE3, SE4;-710,811408
03.06.2024/18:00;SE1, SE2, SE3, SE4;-720,533677
03.06.2024/18:15;SE1, SE2, SE3, SE4;-710,668042
03.06.2024/18:30;SE1, SE2, SE3, SE4;-702,330383
03.06.2024/18:45;SE1, SE2, SE3, SE4;-695,277406
03.06.2024/19:00;SE1, SE2, SE3, SE4;-695,562511
03.06.2024/19:15;SE1, SE2, SE3, SE4;-691,108785
03.06.2024/19:30;SE1, SE2, SE3, SE4;-683,475838
03.06.2024/19:45;SE1, SE2, SE3, SE4;-670,600442
03.06.2024/20:00;SE1, SE2, SE3, SE4;-651,233461
03.06.2024/20:15;SE1, SE2, SE3, SE4;-649,264309
03.06.2024/20:30;SE1, SE2, SE3, SE4;-655,469741
03.06.2024/20:45;SE1, SE2, SE3, SE4;-658,015973
03.06.2024/21:00;SE1, SE2, SE3, SE4;-623,219363
03.06.2024/21:15;SE1, SE2, SE3, SE4;-622,651369
03.06.2024/21:30;SE1, SE2, SE3, SE4;-619,778629
03.06.2024/21:45;SE1, SE2, SE3, SE4;-615,891277
03.06.2024/22:00;SE1, SE2, SE3, SE4;-558,867328
03.06.2024/22:15;SE1, SE2, SE3, SE4;-551,707747
03.06.2024/22:30;SE1, SE2, SE3, SE4;-550,390517
03.06.2024/22:45;SE1, SE2, SE3, SE4;-547,974503
03.06.2024/23:00;SE1, SE2, SE3, SE4;-505,607797
03.06.2024/23:15;SE1, SE2, SE3, SE4;-497,844977
03.06.2024/23:30;SE1, SE2, SE3, SE4;-500,488023
03.06.2024/23:45;SE1, SE2, SE3, SE4;-494,866929
04.06.2024/00:00;SE1, SE2, SE3, SE4;-466,199848
04.06.2024/00:15;SE1, SE2, SE3, SE4;-461,199348
04.06.2024/00:30;SE1, SE2, SE3, SE4;-461,457573
04.06.2024/00:45;SE1, SE2, SE3, SE4;-465,780809
04.06.2024/01:00;SE1, SE2, SE3, SE4;-453,75017
04.06.2024/01:15;SE1, SE2, SE3, SE4;-452,433776
04.06.2024/01:30;SE1, SE2, SE3, SE4;-450,20576
04.06.2024/01:45;SE1, SE2, SE3, SE4;-447,15689
04.06.2024/02:00;SE1, SE2, SE3, SE4;-432,598989
04.06.2024/02:15;SE1, SE2, SE3, SE4;-431,260811
04.06.2024/02:30;SE1, SE2, SE3, SE4;-433,107896
04.06.2024/02:45;SE1, SE2, SE3, SE4;-429,096614
04.06.2024/03:00;SE1, SE2, SE3, SE4;-417,112328
04.06.2024/03:15;SE1, SE2, SE3, SE4;-415,916677
04.06.2024/03:30;SE1, SE2, SE3, SE4;-416,690162
04.06.2024/03:45;SE1, SE2, SE3, SE4;-418,946446
04.06.2024/04:00;SE1, SE2, SE3, SE4;-433,781618
04.06.2024/04:15;SE1, SE2, SE3, SE4;-430,382796
04.06.2024/04:30;SE1, SE2, SE3, SE4;-434,160363
04.06.2024/04:45;SE1, SE2, SE3, SE4;-431,455607
04.06.2024/05:00;SE1, SE2, SE3, SE4;-487,049062
04.06.2024/05:15;SE1, SE2, SE3, SE4;-489,035261
04.06.2024/05:30;SE1, SE2, SE3, SE4;-483,189953
04.06.2024/05:45;SE1, SE2, SE3, SE4;-482,441233
04.06.2024/06:00;SE1, SE2, SE3, SE4;-534,437915
04.06.2024/06:15;SE1, SE2, SE3, SE4;-532,181474
04.06.2024/06:30;SE1, SE2, SE3, SE4;-539,297479
04.06.2024/06:45;SE1, SE2, SE3, SE4;-544,075273
04.06.2024/07:00;SE1, SE2, SE3, SE4;-552,042668
04.06.2024/07:15;SE1, SE2, SE3, SE4;-554,86359
04.06.2024/07:30;SE1, SE2, SE3, SE4;-556,876551
04.06.2024/07:45;SE1, SE2, SE3, SE4;-560,477109
04.06.2024/08:00;SE1, SE2, SE3, SE4;-554,607969
04.06.2024/08:15;SE1, SE2, SE3, SE4;-559,810789
04.06.2024/08:30;SE1, SE2, SE3, SE4;-563,295019
04.06.2024/08:45;SE1, SE2, SE3, SE4;-570,53404
04.06.2024/09:00;SE1, SE2, SE3, SE4;-557,132615
04.06.2024/09:15;SE1, SE2, SE3, SE4;-562,741153
04.06.2024/09:30;SE1, SE2, SE3, SE4;-565,41459
04.06.2024/09:45;SE1, SE2, SE3, SE4;-568,883623
04.06.2024/10:00;SE1, SE2, SE3, SE4;-566,945438
04.06.2024/10:15;SE1, SE2, SE3, SE4;-566,007299
04.06.2024/10:30;SE1, SE2, SE3, SE4;-568,182775
04.06.2024/10:45;SE1, SE2, SE3, SE4;-570,540588
04.06.2024/11:00;SE1, SE2, SE3, SE4;-570,910978
04.06.2024/11:15;SE1, SE2, SE3, SE4;-571,200892
04.06.2024/11:30;SE1, SE2, SE3, SE4;-573,460144
04.06.2024/11:45;SE1, SE2, SE3, SE4;-574,578742
04.06.2024/12:00;SE1, SE2, SE3, SE4;-563,041364
04.06.2024/12:15;SE1, SE2, SE3, SE4;-559,770939
04.06.2024/12:30;SE1, SE2, SE3, SE4;-560,832394
04.06.2024/12:45;SE1, SE2, SE3, SE4;-561,747122
04.06.2024/13:00;SE1, SE2, SE3, SE4;-560,535992
04.06.2024/13:15;SE1, SE2, SE3, SE4;-560,525376
04.06.2024/13:30;SE1, SE2, SE3, SE4;-557,2141
04.06.2024/13:45;SE1, SE2, SE3, SE4;-558,268221
04.06.2024/14:00;SE1, SE2, SE3, SE4;-570,872522
04.06.2024/14:15;SE1, SE2, SE3, SE4;-572,131841
04.06.2024/14:30;SE1, SE2, SE3, SE4;-574,152131
04.06.2024/14:45;SE1, SE2, SE3, SE4;-576,684306
04.06.2024/15:00;SE1, SE2, SE3, SE4;-608,994023
04.06.2024/15:15;SE1, SE2, SE3, SE4;-612,030746
04.06.2024/15:30;SE1, SE2, SE3, SE4;-620,882929
04.06.2024/15:45;SE1, SE2, SE3, SE4;-622,968055
04.06.2024/16:00;SE1, SE2, SE3, SE4;-671,483106
04.06.2024/16:15;SE1, SE2, SE3, SE4;-668,185289
04.06.2024/16:30;SE1, SE2, SE3, SE4;-665,93389
04.06.2024/16:45;SE1, SE2, SE3, SE4;-666,532782
04.06.2024/17:00;SE1, SE2, SE3, SE4;-692,168043
04.06.2024/17:15;SE1, SE2, SE3, SE4;-686,546231
04.06.2024/17:30;SE1, SE2, SE3, SE4;-680,334551
04.06.2024/17:45;SE1, SE2, SE3, SE4;-672,188108
04.06.2024/18:00;SE1, SE2, SE3, SE4;-687,800959
04.06.2024/18:15;SE1, SE2, SE3, SE4;-688,974127
04.06.2024/18:30;SE1, SE2, SE3, SE4;-683,671933
04.06.2024/18:45;SE1, SE2, SE3, SE4;-675,737647
04.06.2024/19:00;SE1, SE2, SE3, SE4;-677,225929
04.06.2024/19:15;SE1, SE2, SE3, SE4;-674,883202
04.06.2024/19:30;SE1, SE2, SE3, SE4;-671,858095
04.06.2024/19:45;SE1, SE2, SE3, SE4;-667,639182
04.06.2024/20:00;SE1, SE2, SE3, SE4;-647,835569
04.06.2024/20:15;SE1, SE2, SE3, SE4;-653,276112
04.06.2024/20:30;SE1, SE2, SE3, SE4;-655,768501
04.06.2024/20:45;SE1, SE2, SE3, SE4;-655,04254
04.06.2024/21:00;SE1, SE2, SE3, SE4;-632,165568
04.06.2024/21:15;SE1, SE2, SE3, SE4;-624,828145
04.06.2024/21:30;SE1, SE2, SE3, SE4;-622,696668
04.06.2024/21:45;SE1, SE2, SE3, SE4;-622,274753
04.06.2024/22:00;SE1, SE2, SE3, SE4;-564,852339
04.06.2024/22:15;SE1, SE2, SE3, SE4;-557,814549
04.06.2024/22:30;SE1, SE2, SE3, SE4;-554,530268
04.06.2024/22:45;SE1, SE2, SE3, SE4;-550,735869
04.06.2024/23:00;SE1, SE2, SE3, SE4;-506,193786
04.06.2024/23:15;SE1, SE2, SE3, SE4;-503,168634
04.06.2024/23:30;SE1, SE2, SE3, SE4;-498,568654
04.06.2024/23:45;SE1, SE2, SE3, SE4;-497,379389
05.06.2024/00:00;SE1, SE2, SE3, SE4;-476,437125
05.06.2024/00:15;SE1, SE2, SE3, SE4;-470,192693
05.06.2024/00:30;SE1, SE2, SE3, SE4;-472,273947
05.06.2024/00:45;SE1, SE2, SE3, SE4;-468,901932
05.06.2024/01:00;SE1, SE2, SE3, SE4;-452,276641
05.06.2024/01:15;SE1, SE2, SE3, SE4;-450,348307
05.06.2024/01:30;SE1, SE2, SE3, SE4;-450,658436
05.06.2024/01:45;SE1, SE2, SE3, SE4;-458,904114
05.06.2024/02:00;SE1, SE2, SE3, SE4;-437,869573
05.06.2024/02:15;SE1, SE2, SE3, SE4;-438,426942
05.06.2024/02:30;SE1, SE2, SE3, SE4;-440,260924
05.06.2024/02:45;SE1, SE2, SE3, SE4;-443,533672
05.06.2024/03:00;SE1, SE2, SE3, SE4;-423,042704
05.06.2024/03:15;SE1, SE2, SE3, SE4;-420,289903
05.06.2024/03:30;SE1, SE2, SE3, SE4;-418,066674
05.06.2024/03:45;SE1, SE2, SE3, SE4;-416,915176
05.06.2024/04:00;SE1, SE2, SE3, SE4;-432,066796
05.06.2024/04:15;SE1, SE2, SE3, SE4;-430,944761
05.06.2024/04:30;SE1, SE2, SE3, SE4;-433,600413
05.06.2024/04:45;SE1, SE2, SE3, SE4;-431,877585
05.06.2024/05:00;SE1, SE2, SE3, SE4;-492,790065
05.06.2024/05:15;SE1, SE2, SE3, SE4;-494,432769
05.06.2024/05:30;SE1, SE2, SE3, SE4;-490,491619
05.06.2024/05:45;SE1, SE2, SE3, SE4;-477,977921
05.06.2024/06:00;SE1, SE2, SE3, SE4;-540,608089
05.06.2024/06:15;SE1, SE2, SE3, SE4;-545,794509
05.06.2024/06:30;SE1, SE2, SE3, SE4;-549,44759
05.06.2024/06:45;SE1, SE2, SE3, SE4;-551,823708
05.06.2024/07:00;SE1, SE2, SE3, SE4;-570,144101
05.06.2024/07:15;SE1, SE2, SE3, SE4;-572,189773
05.06.2024/07:30;SE1, SE2, SE3, SE4;-577,340689
05.06.2024/07:45;SE1, SE2, SE3, SE4;-579,05479
05.06.2024/08:00;SE1, SE2, SE3, SE4;-581,90313
05.06.2024/08:15;SE1, SE2, SE3, SE4;-589,401235
05.06.2024/08:30;SE1, SE2, SE3, SE4;-595,180038
05.06.2024/08:45;SE1, SE2, SE3, SE4;-607,029662
05.06.2024/09:00;SE1, SE2, SE3, SE4;-586,285436
05.06.2024/09:15;SE1, SE2, SE3, SE4;-592,827966
05.06.2024/09:30;SE1, SE2, SE3, SE4;-605,094046
05.06.2024/09:45;SE1, SE2, SE3, SE4;-608,800657
05.06.2024/10:00;SE1, SE2, SE3, SE4;-597,213869
05.06.2024/10:15;SE1, SE2, SE3, SE4;-601,796591
05.06.2024/10:30;SE1, SE2, SE3, SE4;-610,069709
05.06.2024/10:45;SE1, SE2, SE3, SE4;-612,579848
05.06.2024/11:00;SE1, SE2, SE3, SE4;-605,10186
05.06.2024/11:15;SE1, SE2, SE3, SE4;-605,098728
05.06.2024/11:30;SE1, SE2, SE3, SE4;-606,119267
05.06.2024/11:45;SE1, SE2, SE3, SE4;-608,297179
05.06.2024/12:00;SE1, SE2, SE3, SE4;-598,71466
05.06.2024/12:15;SE1, SE2, SE3, SE4;-596,575744
05.06.2024/12:30;SE1, SE2, SE3, SE4;-594,118743
05.06.2024/12:45;SE1, SE2, SE3, SE4;-589,277662
05.06.2024/13:00;SE1, SE2, SE3, SE4;-591,517138
05.06.2024/13:15;SE1, SE2, SE3, SE4;-594,105351
05.06.2024/13:30;SE1, SE2, SE3, SE4;-595,570526
05.06.2024/13:45;SE1, SE2, SE3, SE4;-601,835753
05.06.2024/14:00;SE1, SE2, SE3, SE4;-607,898096
05.06.2024/14:15;SE1, SE2, SE3, SE4;-608,473873
05.06.2024/14:30;SE1, SE2, SE3, SE4;-613,028022
05.06.2024/14:45;SE1, SE2, SE3, SE4;-612,566953
05.06.2024/15:00;SE1, SE2, SE3, SE4;-631,153561
05.06.2024/15:15;SE1, SE2, SE3, SE4;-637,542515
05.06.2024/15:30;SE1, SE2, SE3, SE4;-651,849238
05.06.2024/15:45;SE1, SE2, SE3, SE4;-670,292518
05.06.2024/16:00;SE1, SE2, SE3, SE4;-682,744713
05.06.2024/16:15;SE1, SE2, SE3, SE4;-682,43161
05.06.2024/16:30;SE1, SE2, SE3, SE4;-686,253302
05.06.2024/16:45;SE1, SE2, SE3, SE4;-681,728418
05.06.2024/17:00;SE1, SE2, SE3, SE4;-698,222482
05.06.2024/17:15;SE1, SE2, SE3, SE4;-692,689727
05.06.2024/17:30;SE1, SE2, SE3, SE4;-688,603963
05.06.2024/17:45;SE1, SE2, SE3, SE4;-680,687787
05.06.2024/18:00;SE1, SE2, SE3, SE4;-690,970523
05.06.2024/18:15;SE1, SE2, SE3, SE4;-681,211072
05.06.2024/18:30;SE1, SE2, SE3, SE4;-677,148333
05.06.2024/18:45;SE1, SE2, SE3, SE4;-670,762719
05.06.2024/19:00;SE1, SE2, SE3, SE4;-673,063793
05.06.2024/19:15;SE1, SE2, SE3, SE4;-665,592746
05.06.2024/19:30;SE1, SE2, SE3, SE4;-657,502753
05.06.2024/19:45;SE1, SE2, SE3, SE4;-649,524723
05.06.2024/20:00;SE1, SE2, SE3, SE4;-647,180722
05.06.2024/20:15;SE1, SE2, SE3, SE4;-644,079754
05.06.2024/20:30;SE1, SE2, SE3, SE4;-644,880796
05.06.2024/20:45;SE1, SE2, SE3, SE4;-641,728692
05.06.2024/21:00;SE1, SE2, SE3, SE4;-642,341948
05.06.2024/21:15;SE1, SE2, SE3, SE4;-641,242985
05.06.2024/21:30;SE1, SE2, SE3, SE4;-639,678012
05.06.2024/21:45;SE1, SE2, SE3, SE4;-634,362654
05.06.2024/22:00;SE1, SE2, SE3, SE4;-603,288454
05.06.2024/22:15;SE1, SE2, SE3, SE4;-598,712044
05.06.2024/22:30;SE1, SE2, SE3, SE4;-597,813023
05.06.2024/22:45;SE1, SE2, SE3, SE4;-601,340554
05.06.2024/23:00;SE1, SE2, SE3, SE4;-563,911462
05.06.2024/23:15;SE1, SE2, SE3, SE4;-561,682956
05.06.2024/23:30;SE1, SE2, SE3, SE4;-551,378859
05.06.2024/23:45;SE1, SE2, SE3, SE4;-547,131454
06.06.2024/00:00;SE1, SE2, SE3, SE4;-520,185467
06.06.2024/00:15;SE1, SE2, SE3, SE4;-521,366627
06.06.2024/00:30;SE1, SE2, SE3, SE4;-522,728951
06.06.2024/00:45;SE1, SE2, SE3, SE4;-518,772601
06.06.2024/01:00;SE1, SE2, SE3, SE4;-505,677897
06.06.2024/01:15;SE1, SE2, SE3, SE4;-504,925771
06.06.2024/01:30;SE1, SE2, SE3, SE4;-502,660128
06.06.2024/01:45;SE1, SE2, SE3, SE4;-507,620413
06.06.2024/02:00;SE1, SE2, SE3, SE4;-491,980119
06.06.2024/02:15;SE1, SE2, SE3, SE4;-489,65055
06.06.2024/02:30;SE1, SE2, SE3, SE4;-486,571563
06.06.2024/02:45;SE1, SE2, SE3, SE4;-484,118127
06.06.2024/03:00;SE1, SE2, SE3, SE4;-470,769197
06.06.2024/03:15;SE1, SE2, SE3, SE4;-467,572741
06.06.2024/03:30;SE1, SE2, SE3, SE4;-469,271346
06.06.2024/03:45;SE1, SE2, SE3, SE4;-470,371823
06.06.2024/04:00;SE1, SE2, SE3, SE4;-465,228128
06.06.2024/04:15;SE1, SE2, SE3, SE4;-464,933054
06.06.2024/04:30;SE1, SE2, SE3, SE4;-459,78385
06.06.2024/04:45;SE1, SE2, SE3, SE4;-458,333634
06.06.2024/05:00;SE1, SE2, SE3, SE4;-465,769602
06.06.2024/05:15;SE1, SE2, SE3, SE4;-460,45697
06.06.2024/05:30;SE1, SE2, SE3, SE4;-466,190032
06.06.2024/05:45;SE1, SE2, SE3, SE4;-473,970784
06.06.2024/06:00;SE1, SE2, SE3, SE4;-494,748391
06.06.2024/06:15;SE1, SE2, SE3, SE4;-495,945927
06.06.2024/06:30;SE1, SE2, SE3, SE4;-504,979087
06.06.2024/06:45;SE1, SE2, SE3, SE4;-516,433033
06.06.2024/07:00;SE1, SE2, SE3, SE4;-548,036085
06.06.2024/07:15;SE1, SE2, SE3, SE4;-563,224549
06.06.2024/07:30;SE1, SE2, SE3, SE4;-576,404905
06.06.2024/07:45;SE1, SE2, SE3, SE4;-583,863083
06.06.2024/08:00;SE1, SE2, SE3, SE4;-611,84713
06.06.2024/08:15;SE1, SE2, SE3, SE4;-617,713473
06.06.2024/08:30;SE1, SE2, SE3, SE4;-623,42971
06.06.2024/08:45;SE1, SE2, SE3, SE4;-634,315319
06.06.2024/09:00;SE1, SE2, SE3, SE4;-641,283922
06.06.2024/09:15;SE1, SE2, SE3, SE4;-647,670817
06.06.2024/09:30;SE1, SE2, SE3, SE4;-656,402779
06.06.2024/09:45;SE1, SE2, SE3, SE4;-659,43434
06.06.2024/10:00;SE1, SE2, SE3, SE4;-657,323497
06.06.2024/10:15;SE1, SE2, SE3, SE4;-669,276307
06.06.2024/10:30;SE1, SE2, SE3, SE4;-667,3275
06.06.2024/10:45;SE1, SE2, SE3, SE4;-673,806057
06.06.2024/11:00;SE1, SE2, SE3, SE4;-674,356516
06.06.2024/11:15;SE1, SE2, SE3, SE4;-664,831911
06.06.2024/11:30;SE1, SE2, SE3, SE4;-658,590909
06.06.2024/11:45;SE1, SE2, SE3, SE4;-664,149281
06.06.2024/12:00;SE1, SE2, SE3, SE4;-663,122073
06.06.2024/12:15;SE1, SE2, SE3, SE4;-662,779619
06.06.2024/12:30;SE1, SE2, SE3, SE4;-638,383455
06.06.2024/12:45;SE1, SE2, SE3, SE4;-633,729492
06.06.2024/13:00;SE1, SE2, SE3, SE4;-652,287608
06.06.2024/13:15;SE1, SE2, SE3, SE4;-643,62077
06.06.2024/13:30;SE1, SE2, SE3, SE4;-638,058977
06.06.2024/13:45;SE1, SE2, SE3, SE4;-640,648263
06.06.2024/14:00;SE1, SE2, SE3, SE4;-634,320574
06.06.2024/14:15;SE1, SE2, SE3, SE4;-632,945837
06.06.2024/14:30;SE1, SE2, SE3, SE4;-644,764279
06.06.2024/14:45;SE1, SE2, SE3, SE4;-656,611714
06.06.2024/15:00;SE1, SE2, SE3, SE4;-654,185537
06.06.2024/15:15;SE1, SE2, SE3, SE4;-666,478597
