Date/Time SNT;MBA;Load Profile [MWh]
16.03.2024/19:15;SE1, SE2, SE3, SE4;-1371,629568
16.03.2024/19:30;SE1, SE2, SE3, SE4;-1366,031014
16.03.2024/19:45;SE1, SE2, SE3, SE4;-1357,691869
16.03.2024/20:00;SE1, SE2, SE3, SE4;-1314,949913
16.03.2024/20:15;SE1, SE2, SE3, SE4;-1313,681293
16.03.2024/20:30;SE1, SE2, SE3, SE4;-1315,739119
16.03.2024/20:45;SE1, SE2, SE3, SE4;-1310,852727
16.03.2024/21:00;SE1, SE2, SE3, SE4;-1279,429753
16.03.2024/21:15;SE1, SE2, SE3, SE4;-1272,551458
16.03.2024/21:30;SE1, SE2, SE3, SE4;-1266,813641
16.03.2024/21:45;SE1, SE2, SE3, SE4;-1260,355042
16.03.2024/22:00;SE1, SE2, SE3, SE4;-1238,639495
16.03.2024/22:15;SE1, SE2, SE3, SE4;-1227,859584
16.03.2024/22:30;SE1, SE2, SE3, SE4;-1222,608512
16.03.2024/22:45;SE1, SE2, SE3, SE4;-1221,528873
16.03.2024/23:00;SE1, SE2, SE3, SE4;-1194,436527
16.03.2024/23:15;SE1, SE2, SE3, SE4;-1185,439516
16.03.2024/23:30;SE1, SE2, SE3, SE4;-1178,019103
16.03.2024/23:45;SE1, SE2, SE3, SE4;-1174,636671
17.03.2024/00:00;SE1, SE2, SE3, SE4;-1149,921311
17.03.2024/00:15;SE1, SE2, SE3, SE4;-1151,895969
17.03.2024/00:30;SE1, SE2, SE3, SE4;-1148,177362
17.03.2024/00:45;SE1, SE2, SE3, SE4;-1152,288365
17.03.2024/01:00;SE1, SE2, SE3, SE4;-1135,875457
17.03.2024/01:15;SE1, SE2, SE3, SE4;-1136,570409
17.03.2024/01:30;SE1, SE2, SE3, SE4;-1132,449725
17.03.2024/01:45;SE1, SE2, SE3, SE4;-1138,122253
17.03.2024/02:00;SE1, SE2, SE3, SE4;-1131,47612
17.03.2024/02:15;SE1, SE2, SE3, SE4;-1135,008365
17.03.2024/02:30;SE1, SE2, SE3, SE4;-1135,856482
17.03.2024/02:45;SE1, SE2, SE3, SE4;-1139,425971
17.03.2024/03:00;SE1, SE2, SE3, SE4;-1141,643821
17.03.2024/03:15;SE1, SE2, SE3, SE4;-1142,462047
17.03.2024/03:30;SE1, SE2, SE3, SE4;-1139,472733
17.03.2024/03:45;SE1, SE2, SE3, SE4;-1139,811438
17.03.2024/04:00;SE1, SE2, SE3, SE4;-1155,174288
17.03.2024/04:15;SE1, SE2, SE3, SE4;-1153,004674
17.03.2024/04:30;SE1, SE2, SE3, SE4;-1156,008504
17.03.2024/04:45;SE1, SE2, SE3, SE4;-1156,982699
17.03.2024/05:00;SE1, SE2, SE3, SE4;-1174,289376
17.03.2024/05:15;SE1, SE2, SE3, SE4;-1173,826416
17.03.2024/05:30;SE1, SE2, SE3, SE4;-1178,372316
17.03.2024/05:45;SE1, SE2, SE3, SE4;-1180,643436
17.03.2024/06:00;SE1, SE2, SE3, SE4;-1186,342173
17.03.2024/06:15;SE1, SE2, SE3, SE4;-1182,712784
17.03.2024/06:30;SE1, SE2, SE3, SE4;-1184,697808
17.03.2024/06:45;SE1, SE2, SE3, SE4;-1186,547911
17.03.2024/07:00;SE1, SE2, SE3, SE4;-1215,691215
17.03.2024/07:15;SE1, SE2, SE3, SE4;-1220,551809
17.03.2024/07:30;SE1, SE2, SE3, SE4;-1225,346581
17.03.2024/07:45;SE1, SE2, SE3, SE4;-1233,724189
17.03.2024/08:00;SE1, SE2, SE3, SE4;-1254,464823
17.03.2024/08:15;SE1, SE2, SE3, SE4;-1260,26997
17.03.2024/08:30;SE1, SE2, SE3, SE4;-1266,314432
17.03.2024/08:45;SE1, SE2, SE3, SE4;-1268,805205
17.03.2024/09:00;SE1, SE2, SE3, SE4;-1265,321216
17.03.2024/09:15;SE1, SE2, SE3, SE4;-1270,106092
17.03.2024/09:30;SE1, SE2, SE3, SE4;-1275,131886
17.03.2024/09:45;SE1, SE2, SE3, SE4;-1273,644074
17.03.2024/10:00;SE1, SE2, SE3, SE4;-1250,063873
17.03.2024/10:15;SE1, SE2, SE3, SE4;-1252,153307
17.03.2024/10:30;SE1, SE2, SE3, SE4;-1252,662774
17.03.2024/10:45;SE1, SE2, SE3, SE4;-1252,823231
17.03.2024/11:00;SE1, SE2, SE3, SE4;-1232,893374
17.03.2024/11:15;SE1, SE2, SE3, SE4;-1233,205421
17.03.2024/11:30;SE1, SE2, SE3, SE4;-1232,510074
17.03.2024/11:45;SE1, SE2, SE3, SE4;-1228,595643
17.03.2024/12:00;SE1, SE2, SE3, SE4;-1204,706391
17.03.2024/12:15;SE1, SE2, SE3, SE4;-1203,05883
17.03.2024/12:30;SE1, SE2, SE3, SE4;-1201,402952
17.03.2024/12:45;SE1, SE2, SE3, SE4;-1194,697488
17.03.2024/13:00;SE1, SE2, SE3, SE4;-1173,792439
17.03.2024/13:15;SE1, SE2, SE3, SE4;-1168,152893
17.03.2024/13:30;SE1, SE2, SE3, SE4;-1165,02367
17.03.2024/13:45;SE1, SE2, SE3, SE4;-1156,736192
17.03.2024/14:00;SE1, SE2, SE3, SE4;-1150,442529
17.03.2024/14:15;SE1, SE2, SE3, SE4;-1143,914273
17.03.2024/14:30;SE1, SE2, SE3, SE4;-1137,703129
17.03.2024/14:45;SE1, SE2, SE3, SE4;-1136,540825
17.03.2024/15:00;SE1, SE2, SE3, SE4;-1162,173524
17.03.2024/15:15;SE1, SE2, SE3, SE4;-1153,839783
17.03.2024/15:30;SE1, SE2, SE3, SE4;-1148,091674
17.03.2024/15:45;SE1, SE2, SE3, SE4;-1141,243744
17.03.2024/16:00;SE1, SE2, SE3, SE4;-1211,092401
17.03.2024/16:15;SE1, SE2, SE3, SE4;-1216,185374
17.03.2024/16:30;SE1, SE2, SE3, SE4;-1222,143104
17.03.2024/16:45;SE1, SE2, SE3, SE4;-1226,633702
17.03.2024/17:00;SE1, SE2, SE3, SE4;-1327,623668
17.03.2024/17:15;SE1, SE2, SE3, SE4;-1340,550083
17.03.2024/17:30;SE1, SE2, SE3, SE4;-1358,454551
17.03.2024/17:45;SE1, SE2, SE3, SE4;-1371,581321
17.03.2024/18:00;SE1, SE2, SE3, SE4;-1445,840839
17.03.2024/18:15;SE1, SE2, SE3, SE4;-1457,978127
17.03.2024/18:30;SE1, SE2, SE3, SE4;-1466,998449
17.03.2024/18:45;SE1, SE2, SE3, SE4;-1472,733915
17.03.2024/19:00;SE1, SE2, SE3, SE4;-1488,215334
17.03.2024/19:15;SE1, SE2, SE3, SE4;-1488,781905
17.03.2024/19:30;SE1, SE2, SE3, SE4;-1483,467857
17.03.2024/19:45;SE1, SE2, SE3, SE4;-1484,036845
17.03.2024/20:00;SE1, SE2, SE3, SE4;-1451,267377
17.03.2024/20:15;SE1, SE2, SE3, SE4;-1447,983068
17.03.2024/20:30;SE1, SE2, SE3, SE4;-1441,921865
17.03.2024/20:45;SE1, SE2, SE3, SE4;-1433,531831
17.03.2024/21:00;SE1, SE2, SE3, SE4;-1393,563978
17.03.2024/21:15;SE1, SE2, SE3, SE4;-1392,431869
17.03.2024/21:30;SE1, SE2, SE3, SE4;-1389,465679
17.03.2024/21:45;SE1, SE2, SE3, SE4;-1385,032717
17.03.2024/22:00;SE1, SE2, SE3, SE4;-1338,953364
17.03.2024/22:15;SE1, SE2, SE3, SE4;-1326,706179
17.03.2024/22:30;SE1, SE2, SE3, SE4;-1321,407189
17.03.2024/22:45;SE1, SE2, SE3, SE4;-1316,496479
17.03.2024/23:00;SE1, SE2, SE3, SE4;-1267,84075
17.03.2024/23:15;SE1, SE2, SE3, SE4;-1259,234671
17.03.2024/23:30;SE1, SE2, SE3, SE4;-1262,157142
17.03.2024/23:45;SE1, SE2, SE3, SE4;-1256,709015
18.03.2024/00:00;SE1, SE2, SE3, SE4;-1234,58491
18.03.2024/00:15;SE1, SE2, SE3, SE4;-1235,406257
18.03.2024/00:30;SE1, SE2, SE3, SE4;-1231,674143
18.03.2024/00:45;SE1, SE2, SE3, SE4;-1228,273932
18.03.2024/01:00;SE1, SE2, SE3, SE4;-1234,298396
18.03.2024/01:15;SE1, SE2, SE3, SE4;-1224,904079
18.03.2024/01:30;SE1, SE2, SE3, SE4;-1227,050785
18.03.2024/01:45;SE1, SE2, SE3, SE4;-1226,051236
18.03.2024/02:00;SE1, SE2, SE3, SE4;-1235,28099
18.03.2024/02:15;SE1, SE2, SE3, SE4;-1235,498079
18.03.2024/02:30;SE1, SE2, SE3, SE4;-1237,261759
18.03.2024/02:45;SE1, SE2, SE3, SE4;-1237,910993
18.03.2024/03:00;SE1, SE2, SE3, SE4;-1250,047064
18.03.2024/03:15;SE1, SE2, SE3, SE4;-1251,175405
18.03.2024/03:30;SE1, SE2, SE3, SE4;-1255,900222
18.03.2024/03:45;SE1, SE2, SE3, SE4;-1259,630778
18.03.2024/04:00;SE1, SE2, SE3, SE4;-1280,279429
18.03.2024/04:15;SE1, SE2, SE3, SE4;-1281,774103
18.03.2024/04:30;SE1, SE2, SE3, SE4;-1285,597431
18.03.2024/04:45;SE1, SE2, SE3, SE4;-1288,444283
18.03.2024/05:00;SE1, SE2, SE3, SE4;-1335,188199
18.03.2024/05:15;SE1, SE2, SE3, SE4;-1338,462384
18.03.2024/05:30;SE1, SE2, SE3, SE4;-1338,799636
18.03.2024/05:45;SE1, SE2, SE3, SE4;-1337,625482
18.03.2024/06:00;SE1, SE2, SE3, SE4;-1398,617418
18.03.2024/06:15;SE1, SE2, SE3, SE4;-1396,332704
18.03.2024/06:30;SE1, SE2, SE3, SE4;-1396,317177
18.03.2024/06:45;SE1, SE2, SE3, SE4;-1399,690124
18.03.2024/07:00;SE1, SE2, SE3, SE4;-1427,656085
18.03.2024/07:15;SE1, SE2, SE3, SE4;-1419,364429
18.03.2024/07:30;SE1, SE2, SE3, SE4;-1409,533278
18.03.2024/07:45;SE1, SE2, SE3, SE4;-1404,055276
18.03.2024/08:00;SE1, SE2, SE3, SE4;-1361,59343
18.03.2024/08:15;SE1, SE2, SE3, SE4;-1352,679732
18.03.2024/08:30;SE1, SE2, SE3, SE4;-1346,176755
18.03.2024/08:45;SE1, SE2, SE3, SE4;-1337,938551
18.03.2024/09:00;SE1, SE2, SE3, SE4;-1286,685597
18.03.2024/09:15;SE1, SE2, SE3, SE4;-1280,899478
18.03.2024/09:30;SE1, SE2, SE3, SE4;-1276,763595
18.03.2024/09:45;SE1, SE2, SE3, SE4;-1274,382156
18.03.2024/10:00;SE1, SE2, SE3, SE4;-1221,024942
18.03.2024/10:15;SE1, SE2, SE3, SE4;-1216,416326
18.03.2024/10:30;SE1, SE2, SE3, SE4;-1213,859963
18.03.2024/10:45;SE1, SE2, SE3, SE4;-1217,575085
18.03.2024/11:00;SE1, SE2, SE3, SE4;-1167,772955
18.03.2024/11:15;SE1, SE2, SE3, SE4;-1168,092939
18.03.2024/11:30;SE1, SE2, SE3, SE4;-1171,587346
18.03.2024/11:45;SE1, SE2, SE3, SE4;-1176,35862
18.03.2024/12:00;SE1, SE2, SE3, SE4;-1139,337215
18.03.2024/12:15;SE1, SE2, SE3, SE4;-1131,913276
18.03.2024/12:30;SE1, SE2, SE3, SE4;-1128,284399
18.03.2024/12:45;SE1, SE2, SE3, SE4;-1123,758215
18.03.2024/13:00;SE1, SE2, SE3, SE4;-1088,166335
18.03.2024/13:15;SE1, SE2, SE3, SE4;-1086,350152
18.03.2024/13:30;SE1, SE2, SE3, SE4;-1082,865878
18.03.2024/13:45;SE1, SE2, SE3, SE4;-1075,555002
18.03.2024/14:00;SE1, SE2, SE3, SE4;-1068,497785
18.03.2024/14:15;SE1, SE2, SE3, SE4;-1060,782768
18.03.2024/14:30;SE1, SE2, SE3, SE4;-1058,965607
18.03.2024/14:45;SE1, SE2, SE3, SE4;-1057,016808
18.03.2024/15:00;SE1, SE2, SE3, SE4;-1084,010376
18.03.2024/15:15;SE1, SE2, SE3, SE4;-1080,175529
18.03.2024/15:30;SE1, SE2, SE3, SE4;-1076,58573
18.03.2024/15:45;SE1, SE2, SE3, SE4;-1081,22983
18.03.2024/16:00;SE1, SE2, SE3, SE4;-1156,910462
18.03.2024/16:15;SE1, SE2, SE3, SE4;-1165,489973
18.03.2024/16:30;SE1, SE2, SE3, SE4;-1173,48081
18.03.2024/16:45;SE1, SE2, SE3, SE4;-1188,320711
18.03.2024/17:00;SE1, SE2, SE3, SE4;-1306,613838
18.03.2024/17:15;SE1, SE2, SE3, SE4;-1321,779367
18.03.2024/17:30;SE1, SE2, SE3, SE4;-1340,093779
18.03.2024/17:45;SE1, SE2, SE3, SE4;-1354,632312
18.03.2024/18:00;SE1, SE2, SE3, SE4;-1423,78347
18.03.2024/18:15;SE1, SE2, SE3, SE4;-1430,992068
18.03.2024/18:30;SE1, SE2, SE3, SE4;-1437,926677
18.03.2024/18:45;SE1, SE2, SE3, SE4;-1447,084807
18.03.2024/19:00;SE1, SE2, SE3, SE4;-1456,593586
18.03.2024/19:15;SE1, SE2, SE3, SE4;-1453,931506
18.03.2024/19:30;SE1, SE2, SE3, SE4;-1454,17159
18.03.2024/19:45;SE1, SE2, SE3, SE4;-1452,341106
18.03.2024/20:00;SE1, SE2, SE3, SE4;-1422,079556
18.03.2024/20:15;SE1, SE2, SE3, SE4;-1419,668167
18.03.2024/20:30;SE1, SE2, SE3, SE4;-1415,303802
18.03.2024/20:45;SE1, SE2, SE3, SE4;-1411,77776
18.03.2024/21:00;SE1, SE2, SE3, SE4;-1376,192831
18.03.2024/21:15;SE1, SE2, SE3, SE4;-1370,836888
18.03.2024/21:30;SE1, SE2, SE3, SE4;-1363,769027
18.03.2024/21:45;SE1, SE2, SE3, SE4;-1356,343294
18.03.2024/22:00;SE1, SE2, SE3, SE4;-1297,266021
18.03.2024/22:15;SE1, SE2, SE3, SE4;-1294,124535
18.03.2024/22:30;SE1, SE2, SE3, SE4;-1294,642418
18.03.2024/22:45;SE1, SE2, SE3, SE4;-1289,928877
18.03.2024/23:00;SE1, SE2, SE3, SE4;-1238,331032
18.03.2024/23:15;SE1, SE2, SE3, SE4;-1229,671812
18.03.2024/23:30;SE1, SE2, SE3, SE4;-1222,637632
18.03.2024/23:45;SE1, SE2, SE3, SE4;-1216,857564
19.03.2024/00:00;SE1, SE2, SE3, SE4;-1201,988339
19.03.2024/00:15;SE1, SE2, SE3, SE4;-1195,774887
19.03.2024/00:30;SE1, SE2, SE3, SE4;-1192,055444
19.03.2024/00:45;SE1, SE2, SE3, SE4;-1191,091647
19.03.2024/01:00;SE1, SE2, SE3, SE4;-1179,874619
19.03.2024/01:15;SE1, SE2, SE3, SE4;-1180,38737
19.03.2024/01:30;SE1, SE2, SE3, SE4;-1178,259986
19.03.2024/01:45;SE1, SE2, SE3, SE4;-1178,975333
19.03.2024/02:00;SE1, SE2, SE3, SE4;-1179,642491
19.03.2024/02:15;SE1, SE2, SE3, SE4;-1183,608035
19.03.2024/02:30;SE1, SE2, SE3, SE4;-1184,160155
19.03.2024/02:45;SE1, SE2, SE3, SE4;-1184,948421
19.03.2024/03:00;SE1, SE2, SE3, SE4;-1191,294405
19.03.2024/03:15;SE1, SE2, SE3, SE4;-1193,849266
19.03.2024/03:30;SE1, SE2, SE3, SE4;-1196,269177
19.03.2024/03:45;SE1, SE2, SE3, SE4;-1196,737151
19.03.2024/04:00;SE1, SE2, SE3, SE4;-1219,943375
19.03.2024/04:15;SE1, SE2, SE3, SE4;-1223,713004
19.03.2024/04:30;SE1, SE2, SE3, SE4;-1218,039359
19.03.2024/04:45;SE1, SE2, SE3, SE4;-1214,287196
19.03.2024/05:00;SE1, SE2, SE3, SE4;-1260,639889
19.03.2024/05:15;SE1, SE2, SE3, SE4;-1262,177898
19.03.2024/05:30;SE1, SE2, SE3, SE4;-1267,954608
19.03.2024/05:45;SE1, SE2, SE3, SE4;-1263,663371
19.03.2024/06:00;SE1, SE2, SE3, SE4;-1324,134499
19.03.2024/06:15;SE1, SE2, SE3, SE4;-1315,551717
19.03.2024/06:30;SE1, SE2, SE3, SE4;-1316,948533
19.03.2024/06:45;SE1, SE2, SE3, SE4;-1320,003213
19.03.2024/07:00;SE1, SE2, SE3, SE4;-1335,537899
19.03.2024/07:15;SE1, SE2, SE3, SE4;-1333,666703
19.03.2024/07:30;SE1, SE2, SE3, SE4;-1335,117188
19.03.2024/07:45;SE1, SE2, SE3, SE4;-1331,820386
19.03.2024/08:00;SE1, SE2, SE3, SE4;-1282,246311
19.03.2024/08:15;SE1, SE2, SE3, SE4;-1275,781361
19.03.2024/08:30;SE1, SE2, SE3, SE4;-1272,666458
19.03.2024/08:45;SE1, SE2, SE3, SE4;-1270,029322
19.03.2024/09:00;SE1, SE2, SE3, SE4;-1219,016031
19.03.2024/09:15;SE1, SE2, SE3, SE4;-1217,719841
19.03.2024/09:30;SE1, SE2, SE3, SE4;-1215,520406
19.03.2024/09:45;SE1, SE2, SE3, SE4;-1206,074447
19.03.2024/10:00;SE1, SE2, SE3, SE4;-1161,471742
19.03.2024/10:15;SE1, SE2, SE3, SE4;-1155,022836
19.03.2024/10:30;SE1, SE2, SE3, SE4;-1157,59389
19.03.2024/10:45;SE1, SE2, SE3, SE4;-1154,918545
19.03.2024/11:00;SE1, SE2, SE3, SE4;-1115,915849
19.03.2024/11:15;SE1, SE2, SE3, SE4;-1119,025363
19.03.2024/11:30;SE1, SE2, SE3, SE4;-1118,773414
19.03.2024/11:45;SE1, SE2, SE3, SE4;-1121,523686
19.03.2024/12:00;SE1, SE2, SE3, SE4;-1093,187805
19.03.2024/12:15;SE1, SE2, SE3, SE4;-1088,374405
19.03.2024/12:30;SE1, SE2, SE3, SE4;-1084,816039
19.03.2024/12:45;SE1, SE2, SE3, SE4;-1083,304329
19.03.2024/13:00;SE1, SE2, SE3, SE4;-1059,431499
19.03.2024/13:15;SE1, SE2, SE3, SE4;-1056,219349
19.03.2024/13:30;SE1, SE2, SE3, SE4;-1054,251469
19.03.2024/13:45;SE1, SE2, SE3, SE4;-1044,369721
19.03.2024/14:00;SE1, SE2, SE3, SE4;-1038,998604
19.03.2024/14:15;SE1, SE2, SE3, SE4;-1043,320798
19.03.2024/14:30;SE1, SE2, SE3, SE4;-1042,704675
19.03.2024/14:45;SE1, SE2, SE3, SE4;-1043,123981
19.03.2024/15:00;SE1, SE2, SE3, SE4;-1064,00135
19.03.2024/15:15;SE1, SE2, SE3, SE4;-1065,670669
19.03.2024/15:30;SE1, SE2, SE3, SE4;-1070,071746
19.03.2024/15:45;SE1, SE2, SE3, SE4;-1075,930275
19.03.2024/16:00;SE1, SE2, SE3, SE4;-1141,564823
19.03.2024/16:15;SE1, SE2, SE3, SE4;-1154,631303
19.03.2024/16:30;SE1, SE2, SE3, SE4;-1170,987981
19.03.2024/16:45;SE1, SE2, SE3, SE4;-1181,553487
19.03.2024/17:00;SE1, SE2, SE3, SE4;-1286,097186
19.03.2024/17:15;SE1, SE2, SE3, SE4;-1303,593498
19.03.2024/17:30;SE1, SE2, SE3, SE4;-1316,379077
19.03.2024/17:45;SE1, SE2, SE3, SE4;-1324,331242
19.03.2024/18:00;SE1, SE2, SE3, SE4;-1388,41559
19.03.2024/18:15;SE1, SE2, SE3, SE4;-1390,663383
19.03.2024/18:30;SE1, SE2, SE3, SE4;-1400,285196
19.03.2024/18:45;SE1, SE2, SE3, SE4;-1404,150404
19.03.2024/19:00;SE1, SE2, SE3, SE4;-1400,640096
19.03.2024/19:15;SE1, SE2, SE3, SE4;-1403,746004
19.03.2024/19:30;SE1, SE2, SE3, SE4;-1399,327341
19.03.2024/19:45;SE1, SE2, SE3, SE4;-1397,017233
19.03.2024/20:00;SE1, SE2, SE3, SE4;-1363,921819
19.03.2024/20:15;SE1, SE2, SE3, SE4;-1355,387165
19.03.2024/20:30;SE1, SE2, SE3, SE4;-1350,624623
19.03.2024/20:45;SE1, SE2, SE3, SE4;-1346,00504
19.03.2024/21:00;SE1, SE2, SE3, SE4;-1299,13463
19.03.2024/21:15;SE1, SE2, SE3, SE4;-1295,117542
19.03.2024/21:30;SE1, SE2, SE3, SE4;-1290,304813
19.03.2024/21:45;SE1, SE2, SE3, SE4;-1286,168266
19.03.2024/22:00;SE1, SE2, SE3, SE4;-1225,184478
19.03.2024/22:15;SE1, SE2, SE3, SE4;-1218,228102
19.03.2024/22:30;SE1, SE2, SE3, SE4;-1213,652002
19.03.2024/22:45;SE1, SE2, SE3, SE4;-1208,770359
19.03.2024/23:00;SE1, SE2, SE3, SE4;-1138,109753
19.03.2024/23:15;SE1, SE2, SE3, SE4;-1134,653225
19.03.2024/23:30;SE1, SE2, SE3, SE4;-1137,113065
19.03.2024/23:45;SE1, SE2, SE3, SE4;-1136,779661
20.03.2024/00:00;SE1, SE2, SE3, SE4;-1092,269594
20.03.2024/00:15;SE1, SE2, SE3, SE4;-1090,318256
20.03.2024/00:30;SE1, SE2, SE3, SE4;-1086,878911
20.03.2024/00:45;SE1, SE2, SE3, SE4;-1085,46403
20.03.2024/01:00;SE1, SE2, SE3, SE4;-1067,675682
20.03.2024/01:15;SE1, SE2, SE3, SE4;-1065,882953
20.03.2024/01:30;SE1, SE2, SE3, SE4;-1062,33061
20.03.2024/01:45;SE1, SE2, SE3, SE4;-1061,378981
20.03.2024/02:00;SE1, SE2, SE3, SE4;-1055,461466
20.03.2024/02:15;SE1, SE2, SE3, SE4;-1054,696739
20.03.2024/02:30;SE1, SE2, SE3, SE4;-1055,608206
20.03.2024/02:45;SE1, SE2, SE3, SE4;-1052,807128
20.03.2024/03:00;SE1, SE2, SE3, SE4;-1060,70628
20.03.2024/03:15;SE1, SE2, SE3, SE4;-1057,799707
20.03.2024/03:30;SE1, SE2, SE3, SE4;-1054,446021
20.03.2024/03:45;SE1, SE2, SE3, SE4;-1049,443739
20.03.2024/04:00;SE1, SE2, SE3, SE4;-1067,027189
20.03.2024/04:15;SE1, SE2, SE3, SE4;-1062,6532
20.03.2024/04:30;SE1, SE2, SE3, SE4;-1057,32105
20.03.2024/04:45;SE1, SE2, SE3, SE4;-1057,242123
20.03.2024/05:00;SE1, SE2, SE3, SE4;-1090,981682
20.03.2024/05:15;SE1, SE2, SE3, SE4;-1089,749838
20.03.2024/05:30;SE1, SE2, SE3, SE4;-1090,102095
20.03.2024/05:45;SE1, SE2, SE3, SE4;-1087,455031
20.03.2024/06:00;SE1, SE2, SE3, SE4;-1141,562801
20.03.2024/06:15;SE1, SE2, SE3, SE4;-1139,545869
20.03.2024/06:30;SE1, SE2, SE3, SE4;-1138,918225
20.03.2024/06:45;SE1, SE2, SE3, SE4;-1139,794273
20.03.2024/07:00;SE1, SE2, SE3, SE4;-1184,451079
20.03.2024/07:15;SE1, SE2, SE3, SE4;-1181,987273
20.03.2024/07:30;SE1, SE2, SE3, SE4;-1182,112693
20.03.2024/07:45;SE1, SE2, SE3, SE4;-1177,865126
20.03.2024/08:00;SE1, SE2, SE3, SE4;-1180,802179
20.03.2024/08:15;SE1, SE2, SE3, SE4;-1173,595482
20.03.2024/08:30;SE1, SE2, SE3, SE4;-1170,956362
20.03.2024/08:45;SE1, SE2, SE3, SE4;-1174,291187
20.03.2024/09:00;SE1, SE2, SE3, SE4;-1161,004403
20.03.2024/09:15;SE1, SE2, SE3, SE4;-1158,231193
20.03.2024/09:30;SE1, SE2, SE3, SE4;-1157,788257
20.03.2024/09:45;SE1, SE2, SE3, SE4;-1152,68976
20.03.2024/10:00;SE1, SE2, SE3, SE4;-1132,455207
20.03.2024/10:15;SE1, SE2, SE3, SE4;-1137,976107
20.03.2024/10:30;SE1, SE2, SE3, SE4;-1138,644996
20.03.2024/10:45;SE1, SE2, SE3, SE4;-1134,630448
20.03.2024/11:00;SE1, SE2, SE3, SE4;-1118,630654
20.03.2024/11:15;SE1, SE2, SE3, SE4;-1124,486695
20.03.2024/11:30;SE1, SE2, SE3, SE4;-1127,075195
20.03.2024/11:45;SE1, SE2, SE3, SE4;-1131,764911
20.03.2024/12:00;SE1, SE2, SE3, SE4;-1120,834353
20.03.2024/12:15;SE1, SE2, SE3, SE4;-1117,610681
20.03.2024/12:30;SE1, SE2, SE3, SE4;-1115,126897
20.03.2024/12:45;SE1, SE2, SE3, SE4;-1108,820485
20.03.2024/13:00;SE1, SE2, SE3, SE4;-1095,008884
20.03.2024/13:15;SE1, SE2, SE3, SE4;-1095,013639
20.03.2024/13:30;SE1, SE2, SE3, SE4;-1091,124731
20.03.2024/13:45;SE1, SE2, SE3, SE4;-1089,595679
20.03.2024/14:00;SE1, SE2, SE3, SE4;-1088,090428
20.03.2024/14:15;SE1, SE2, SE3, SE4;-1097,209616
20.03.2024/14:30;SE1, SE2, SE3, SE4;-1095,686227
20.03.2024/14:45;SE1, SE2, SE3, SE4;-1090,454815
20.03.2024/15:00;SE1, SE2, SE3, SE4;-1109,461737
20.03.2024/15:15;SE1, SE2, SE3, SE4;-1112,136293
20.03.2024/15:30;SE1, SE2, SE3, SE4;-1120,23726
20.03.2024/15:45;SE1, SE2, SE3, SE4;-1130,701545
20.03.2024/16:00;SE1, SE2, SE3, SE4;-1177,759708
20.03.2024/16:15;SE1, SE2, SE3, SE4;-1184,492816
20.03.2024/16:30;SE1, SE2, SE3, SE4;-1203,287587
20.03.2024/16:45;SE1, SE2, SE3, SE4;-1214,530583
20.03.2024/17:00;SE1, SE2, SE3, SE4;-1285,65698
20.03.2024/17:15;SE1, SE2, SE3, SE4;-1302,620879
20.03.2024/17:30;SE1, SE2, SE3, SE4;-1316,785073
20.03.2024/17:45;SE1, SE2, SE3, SE4;-1318,510967
20.03.2024/18:00;SE1, SE2, SE3, SE4;-1351,925673
20.03.2024/18:15;SE1, SE2, SE3, SE4;-1356,640296
20.03.2024/18:30;SE1, SE2, SE3, SE4;-1356,435132
20.03.2024/18:45;SE1, SE2, SE3, SE4;-1359,244035
20.03.2024/19:00;SE1, SE2, SE3, SE4;-1352,801176
20.03.2024/19:15;SE1, SE2, SE3, SE4;-1350,047381
20.03.2024/19:30;SE1, SE2, SE3, SE4;-1346,493423
20.03.2024/19:45;SE1, SE2, SE3, SE4;-1341,307719
20.03.2024/20:00;SE1, SE2, SE3, SE4;-1305,571688
20.03.2024/20:15;SE1, SE2, SE3, SE4;-1295,271229
20.03.2024/20:30;SE1, SE2, SE3, SE4;-1291,030189
20.03.2024/20:45;SE1, SE2, SE3, SE4;-1286,337153
20.03.2024/21:00;SE1, SE2, SE3, SE4;-1236,609667
20.03.2024/21:15;SE1, SE2, SE3, SE4;-1233,872695
20.03.2024/21:30;SE1, SE2, SE3, SE4;-1225,642142
20.03.2024/21:45;SE1, SE2, SE3, SE4;-1220,813269
20.03.2024/22:00;SE1, SE2, SE3, SE4;-1152,056747
20.03.2024/22:15;SE1, SE2, SE3, SE4;-1150,912723
20.03.2024/22:30;SE1, SE2, SE3, SE4;-1148,030637
20.03.2024/22:45;SE1, SE2, SE3, SE4;-1142,028365
20.03.2024/23:00;SE1, SE2, SE3, SE4;-1068,938817
20.03.2024/23:15;SE1, SE2, SE3, SE4;-1065,474181
20.03.2024/23:30;SE1, SE2, SE3, SE4;-1064,371653
20.03.2024/23:45;SE1, SE2, SE3, SE4;-1064,606414
21.03.2024/00:00;SE1, SE2, SE3, SE4;-1026,940923
21.03.2024/00:15;SE1, SE2, SE3, SE4;-1019,241496
21.03.2024/00:30;SE1, SE2, SE3, SE4;-1015,472918
21.03.2024/00:45;SE1, SE2, SE3, SE4;-1014,61088
21.03.2024/01:00;SE1, SE2, SE3, SE4;-991,067154
21.03.2024/01:15;SE1, SE2, SE3, SE4;-988,820784
21.03.2024/01:30;SE1, SE2, SE3, SE4;-986,856643
21.03.2024/01:45;SE1, SE2, SE3, SE4;-987,150479
